지점,지점명,일시,평균기온(°C),일강수량(mm)
590,과천,2021-01-01,-4.7,0
590,과천,2021-01-02,-4.4,0
590,과천,2021-01-03,-5.8,0
590,과천,2021-01-04,-3.8,0
590,과천,2021-01-05,-4.8,0
590,과천,2021-01-06,-7.4,4.5
590,과천,2021-01-07,-13.6,0
590,과천,2021-01-08,-14,0
590,과천,2021-01-09,-13.3,0
590,과천,2021-01-10,-9.9,0
590,과천,2021-01-11,-8.7,0
590,과천,2021-01-12,-4.7,2.5
590,과천,2021-01-13,1.3,0
590,과천,2021-01-14,-.4,0
590,과천,2021-01-15,3.5,0
590,과천,2021-01-16,-3.8,0
590,과천,2021-01-17,-4.9,.5
590,과천,2021-01-18,-2.9,0
590,과천,2021-01-19,-6.8,0
590,과천,2021-01-20,-1.9,0
590,과천,2021-01-21,3.6,11.5
590,과천,2021-01-22,5.3,0
590,과천,2021-01-23,7.3,0
590,과천,2021-01-24,4.5,0
590,과천,2021-01-25,5,0
590,과천,2021-01-26,4.4,2.5
590,과천,2021-01-27,1.6,0
590,과천,2021-01-28,-2.4,2.5
590,과천,2021-01-29,-8.1,0
590,과천,2021-01-30,-1.3,0
590,과천,2021-01-31,2,0
590,과천,2021-02-01,5.5,0
590,과천,2021-02-02,-4.3,0
590,과천,2021-02-03,-2.8,3
590,과천,2021-02-04,-3.8,1.5
590,과천,2021-02-05,1.2,0
590,과천,2021-02-06,7,0
590,과천,2021-02-07,3.9,0
590,과천,2021-02-08,-2.1,0
590,과천,2021-02-09,-.8,0
590,과천,2021-02-10,2.9,0
590,과천,2021-02-11,3.7,0
590,과천,2021-02-12,4.2,0
590,과천,2021-02-13,5.1,0
590,과천,2021-02-14,8.7,0
590,과천,2021-02-15,1.7,0
590,과천,2021-02-16,-4.5,1.5
590,과천,2021-02-17,-7.4,0
590,과천,2021-02-18,-5.4,0
590,과천,2021-02-19,1.5,0
590,과천,2021-02-20,8.2,0
590,과천,2021-02-21,11.2,0
590,과천,2021-02-22,7.7,0
590,과천,2021-02-23,.9,0
590,과천,2021-02-24,2.2,0
590,과천,2021-02-25,2.8,0
590,과천,2021-02-26,6.1,0
590,과천,2021-02-27,7.6,0
590,과천,2021-02-28,6.6,0
590,과천,2021-03-01,4.5,69.5
590,과천,2021-03-02,2,0
590,과천,2021-03-03,3.1,0
590,과천,2021-03-04,5.7,0
590,과천,2021-03-05,7.6,0
590,과천,2021-03-06,6.2,0
590,과천,2021-03-07,5.5,0
590,과천,2021-03-08,5.4,0
590,과천,2021-03-09,6,0
590,과천,2021-03-10,7.1,0
590,과천,2021-03-11,9.1,0
590,과천,2021-03-12,10.1,0
590,과천,2021-03-13,8.6,0
590,과천,2021-03-14,8,0
590,과천,2021-03-15,10.1,1.5
590,과천,2021-03-16,8.7,1.5
590,과천,2021-03-17,7.6,0
590,과천,2021-03-18,10.5,0
590,과천,2021-03-19,14.7,0
590,과천,2021-03-20,9.5,4
590,과천,2021-03-21,6.5,0
590,과천,2021-03-22,6.6,0
590,과천,2021-03-23,8.5,0
590,과천,2021-03-24,9.5,0
590,과천,2021-03-25,11.5,0
590,과천,2021-03-26,11.5,0
590,과천,2021-03-27,11,22.5
590,과천,2021-03-28,9.6,10
590,과천,2021-03-29,10.5,.5
590,과천,2021-03-30,10,0
590,과천,2021-03-31,12.6,0
590,과천,2021-04-01,16.2,0
590,과천,2021-04-02,17.3,0
590,과천,2021-04-03,14.2,60.5
590,과천,2021-04-04,11.5,1
590,과천,2021-04-05,10.5,0
590,과천,2021-04-06,13.2,0
590,과천,2021-04-07,13,0
590,과천,2021-04-08,12,0
590,과천,2021-04-09,11.9,0
590,과천,2021-04-10,11.5,0
590,과천,2021-04-11,13.5,0
590,과천,2021-04-12,13.4,22.5
590,과천,2021-04-13,10.6,6.5
590,과천,2021-04-14,8.4,0
590,과천,2021-04-15,10.3,0
590,과천,2021-04-16,9.8,.5
590,과천,2021-04-17,9.1,0
590,과천,2021-04-18,10.4,0
590,과천,2021-04-19,12,0
590,과천,2021-04-20,13.3,0
590,과천,2021-04-21,17.7,0
590,과천,2021-04-22,20.1,0
590,과천,2021-04-23,18.6,0
590,과천,2021-04-24,17.2,0
590,과천,2021-04-25,15.9,0
590,과천,2021-04-26,16.1,0
590,과천,2021-04-27,14.8,0
590,과천,2021-04-28,14.1,4
590,과천,2021-04-29,13.6,6
590,과천,2021-04-30,11.3,23
590,과천,2021-05-01,10.8,3.5
590,과천,2021-05-02,12.5,1.5
590,과천,2021-05-03,12.8,0
590,과천,2021-05-04,13.6,19.5
590,과천,2021-05-05,13.5,.5
590,과천,2021-05-06,14.1,0
590,과천,2021-05-07,13.5,8
590,과천,2021-05-08,14.5,0
590,과천,2021-05-09,14.6,0
590,과천,2021-05-10,11.6,2.5
590,과천,2021-05-11,17.4,0
590,과천,2021-05-12,20.4,0
590,과천,2021-05-13,20.6,0
590,과천,2021-05-14,22.3,0
590,과천,2021-05-15,20.9,16.5
590,과천,2021-05-16,18,49
590,과천,2021-05-17,14.8,4
590,과천,2021-05-18,16.9,0
590,과천,2021-05-19,18.4,0
590,과천,2021-05-20,17.1,3
590,과천,2021-05-21,14.8,12.5
590,과천,2021-05-22,18,0
590,과천,2021-05-23,18.7,0
590,과천,2021-05-24,19,0
590,과천,2021-05-25,14.7,6
590,과천,2021-05-26,17.5,0
590,과천,2021-05-27,15.6,9
590,과천,2021-05-28,14.9,24.5
590,과천,2021-05-29,15.4,.5
590,과천,2021-05-30,18,23
590,과천,2021-05-31,19.4,3
590,과천,2021-06-01,20.2,0
590,과천,2021-06-02,22.3,0
590,과천,2021-06-03,18.1,27
590,과천,2021-06-04,18.2,0
590,과천,2021-06-05,20.5,0
590,과천,2021-06-06,22.4,0
590,과천,2021-06-07,19.9,0
590,과천,2021-06-08,22.6,0
590,과천,2021-06-09,24.5,0
590,과천,2021-06-10,23.5,10
590,과천,2021-06-11,21.4,9.5
590,과천,2021-06-12,23.5,0
590,과천,2021-06-13,23.8,0
590,과천,2021-06-14,23.9,0
590,과천,2021-06-15,21.7,1
590,과천,2021-06-16,23.6,0
590,과천,2021-06-17,21.6,0
590,과천,2021-06-18,19.9,8
590,과천,2021-06-19,21.6,0
590,과천,2021-06-20,22.5,0
590,과천,2021-06-21,23.1,0
590,과천,2021-06-22,22.1,0
590,과천,2021-06-23,21.2,4.5
590,과천,2021-06-24,21.8,0
590,과천,2021-06-25,23.3,0
590,과천,2021-06-26,22.2,2.5
590,과천,2021-06-27,23.6,22.5
590,과천,2021-06-28,21.8,3
590,과천,2021-06-29,23,1
590,과천,2021-06-30,22.8,4
590,과천,2021-07-01,25.3,0
590,과천,2021-07-02,25.6,0
590,과천,2021-07-03,22.8,46.5
590,과천,2021-07-04,21.7,16.5
590,과천,2021-07-05,23.2,0
590,과천,2021-07-06,24.7,0
590,과천,2021-07-07,25.5,9
590,과천,2021-07-08,25.9,2
590,과천,2021-07-09,25,0
590,과천,2021-07-10,25.1,7.5
590,과천,2021-07-11,25.3,1
590,과천,2021-07-12,26.7,0
590,과천,2021-07-13,27.6,0
590,과천,2021-07-14,28.3,0
590,과천,2021-07-15,27.9,0
590,과천,2021-07-16,27.7,0
590,과천,2021-07-17,27.3,0
590,과천,2021-07-18,27.8,0
590,과천,2021-07-19,25.5,5.5
590,과천,2021-07-20,27.1,0
590,과천,2021-07-21,28.6,0
590,과천,2021-07-22,29,0
590,과천,2021-07-23,28.8,0
590,과천,2021-07-24,28.9,0
590,과천,2021-07-25,29,0
590,과천,2021-07-26,29.4,0
590,과천,2021-07-27,30,0
590,과천,2021-07-28,28.5,1.5
590,과천,2021-07-29,28.3,0
590,과천,2021-07-30,29,0
590,과천,2021-07-31,28.6,23
590,과천,2021-08-01,26.3,12.5
590,과천,2021-08-02,25.3,1
590,과천,2021-08-03,26.5,1
590,과천,2021-08-04,27.6,0
590,과천,2021-08-05,28.3,0
590,과천,2021-08-06,27.2,0
590,과천,2021-08-07,27,0
590,과천,2021-08-08,24.9,17
590,과천,2021-08-09,26.9,0
590,과천,2021-08-10,26.4,0
590,과천,2021-08-11,25.8,0
590,과천,2021-08-12,25.2,0
590,과천,2021-08-13,25.1,0
590,과천,2021-08-14,25.2,0
590,과천,2021-08-15,25.3,0
590,과천,2021-08-16,26,0
590,과천,2021-08-17,24.2,17
590,과천,2021-08-18,23.2,5.5
590,과천,2021-08-19,24.8,0
590,과천,2021-08-20,25,3.5
590,과천,2021-08-21,22.9,51.5
590,과천,2021-08-22,23.6,1.5
590,과천,2021-08-23,21.7,8
590,과천,2021-08-24,23.4,17.5
590,과천,2021-08-25,24.2,1
590,과천,2021-08-26,25,0
590,과천,2021-08-27,21.1,2.5
590,과천,2021-08-28,22.6,0
590,과천,2021-08-29,22.4,6
590,과천,2021-08-30,23.2,0
590,과천,2021-08-31,19.8,93
590,과천,2021-09-01,21,2
590,과천,2021-09-02,22.1,0
590,과천,2021-09-03,22.4,0
590,과천,2021-09-04,21,0
590,과천,2021-09-05,21.3,0
590,과천,2021-09-06,20.9,14.5
590,과천,2021-09-07,20,25
590,과천,2021-09-08,21.5,1
590,과천,2021-09-09,21.7,0
590,과천,2021-09-10,22.2,0
590,과천,2021-09-11,22.5,0
590,과천,2021-09-12,22.5,0
590,과천,2021-09-13,22.7,0
590,과천,2021-09-14,21.6,0
590,과천,2021-09-15,21.5,0
590,과천,2021-09-16,20.4,0
590,과천,2021-09-17,22,0
590,과천,2021-09-18,21.7,0
590,과천,2021-09-19,21.7,0
590,과천,2021-09-20,22.4,0
590,과천,2021-09-21,21.8,45.5
590,과천,2021-09-22,20.2,14.5
590,과천,2021-09-23,19.8,0
590,과천,2021-09-24,19.9,0
590,과천,2021-09-25,19.8,0
590,과천,2021-09-26,21,0
590,과천,2021-09-27,20,0
590,과천,2021-09-28,20.8,2
590,과천,2021-09-29,20,6.5
590,과천,2021-09-30,19.4,0
590,과천,2021-10-01,19.9,7.5
590,과천,2021-10-02,19.3,0
590,과천,2021-10-03,19.9,0
590,과천,2021-10-04,22.2,0
590,과천,2021-10-05,24.1,0
590,과천,2021-10-06,19.2,4.5
590,과천,2021-10-07,19.5,3.5
590,과천,2021-10-08,18.9,2.5
590,과천,2021-10-09,20.5,0
590,과천,2021-10-10,20,10
590,과천,2021-10-11,15.4,.5
590,과천,2021-10-12,17,0
590,과천,2021-10-13,17.3,0
590,과천,2021-10-14,18.5,0
590,과천,2021-10-15,18.6,0
590,과천,2021-10-16,11.4,0
590,과천,2021-10-17,5.1,0
590,과천,2021-10-18,8.7,3.5
590,과천,2021-10-19,10.7,7
590,과천,2021-10-20,8,0
590,과천,2021-10-21,7.7,0
590,과천,2021-10-22,8.7,0
590,과천,2021-10-23,8.7,0
590,과천,2021-10-24,8.9,0
590,과천,2021-10-25,9.4,0
590,과천,2021-10-26,10.9,0
590,과천,2021-10-27,11.7,0
590,과천,2021-10-28,9.6,0
590,과천,2021-10-29,11.9,0
590,과천,2021-10-30,11.6,0
590,과천,2021-10-31,12.3,0
590,과천,2021-11-01,11.3,0
590,과천,2021-11-02,9.8,0
590,과천,2021-11-03,10.6,0
590,과천,2021-11-04,9.8,0
590,과천,2021-11-05,10.2,0
590,과천,2021-11-06,11.1,0
590,과천,2021-11-07,13.7,0
590,과천,2021-11-08,8.7,41
590,과천,2021-11-09,5,10
590,과천,2021-11-10,4.6,0
590,과천,2021-11-11,6.2,0
590,과천,2021-11-12,4.8,0
590,과천,2021-11-13,6.3,0
590,과천,2021-11-14,10.9,0
590,과천,2021-11-15,8.6,0
590,과천,2021-11-16,7.1,0
590,과천,2021-11-17,5.7,0
590,과천,2021-11-18,12.3,0
590,과천,2021-11-19,12.7,0
590,과천,2021-11-20,9,0
590,과천,2021-11-21,9.7,6
590,과천,2021-11-22,3.8,3
590,과천,2021-11-23,.7,0
590,과천,2021-11-24,4.2,0
590,과천,2021-11-25,5.5,0
590,과천,2021-11-26,2.5,0
590,과천,2021-11-27,1.4,0
590,과천,2021-11-28,3.2,0
590,과천,2021-11-29,6.1,0
590,과천,2021-11-30,6.3,32
590,과천,2021-12-01,-.1,0
590,과천,2021-12-02,1.4,1
590,과천,2021-12-03,3.2,1.5
590,과천,2021-12-04,1.2,0
590,과천,2021-12-05,1.3,0
590,과천,2021-12-06,3.7,0
590,과천,2021-12-07,4.5,0
590,과천,2021-12-08,4.5,0
590,과천,2021-12-09,4.7,0
590,과천,2021-12-10,6.5,.5
590,과천,2021-12-11,5.9,0
590,과천,2021-12-12,2.4,0
590,과천,2021-12-13,-1.7,0
590,과천,2021-12-14,4.2,1
590,과천,2021-12-15,6.6,3
590,과천,2021-12-16,5.8,0
590,과천,2021-12-17,-4.2,0
590,과천,2021-12-18,-5.1,1
590,과천,2021-12-19,-.7,2.5
590,과천,2021-12-20,5.4,0
590,과천,2021-12-21,5.2,0
590,과천,2021-12-22,.5,0
590,과천,2021-12-23,.7,0
590,과천,2021-12-24,-.6,0
590,과천,2021-12-25,-10.3,0
590,과천,2021-12-26,-10.6,0
590,과천,2021-12-27,-8.2,0
590,과천,2021-12-28,-4.8,0
590,과천,2021-12-29,.6,0
590,과천,2021-12-30,-3.1,0
590,과천,2021-12-31,-5.8,0
